Serial,Sighting_Number,Date,Observation_period,Observation_period_start_time,Observation_period_end_time,Sighting_duration,Time_of_walking_event,Walking_event_number,Individual_ID,Initiation_order,Displacement,Compass_bearing,Interaction_type,Aggressor_id,Aggression_type,Ba_males_present,Follower_response_delay,Stopping_order,End_activity,Notes
1403,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,6:53:51,1,01_356,1,2,345,passive,,,0,,1,G,
1404,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,6:55:54,2,01_356,1,8,135,passive,,,0,,1,V,
1405,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,6:59:03,3,01_356,1,10,265,passive,,,0,,1,G,
1406,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,6:59:03,3,05_127,2,10,265,passive,,,0,2,2,G,
1407,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:04:47,4,01_360,1,5,15,passive,,,0,,1,G,
1408,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:04:47,4,05_127,2,5,15,passive,,,0,1,2,G,
1409,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:05:33,5,01_364,1,10,15,passive,,,0,,1,G,
1410,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:05:33,5,01_360,2,8,15,passive,,,0,42,2,G,
1411,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:06:54,6,01_364,1,20,15,passive,,,0,,1,G,fol another hrm
1412,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:06:54,6,01_360,2,16,15,passive,,,0,8,2,G,
1413,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:06:54,6,01_365,3,12,15,passive,,,0,13,3,G,
1414,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:06:54,6,05_127,4,12,15,passive,,,0,25,4,G,
1415,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:06:54,6,01_356,5,10,15,passive,,,0,29,5,G,
1416,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:08:10,7,01_364,1,250,15,passive,,,0,,3,Drink,
1417,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:08:10,7,01_360,2,250,15,passive,,,0,3,2,Drink,
1418,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:08:10,7,05_127,3,250,15,passive,,,0,6,5,S,did not drink
1419,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:08:10,7,01_365,4,250,15,passive,,,0,22,4,Drink,
1420,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:08:10,7,01_356,5,200,15,passive,,,0,46,1,F/V,did not drink
1421,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:18:30,8,01_364,1,200,270,passive,,,0,,3,S,fol 2 Ba Males
1422,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:18:30,8,01_360,2,200,270,passive,,,0,1,4,G,
1423,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:18:30,8,05_127,3,160,270,passive,,,0,2,2,SI,MG w/01_365
1424,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:18:30,8,01_365,4,160,270,passive,,,0,3,1,SI,MG w/05_127
1425,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:18:30,8,01_356,5,200,270,passive,,,0,4,5,S,
1426,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:23:40,9,01_365,1,40,270,passive,,,0,,1,G,
1427,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:23:40,9,05_127,2,40,270,passive,,,0,1,2,G,
1428,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:25:10,10,01_364,1,100,270,passive,,,0,,1,V,
1429,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:25:10,10,01_356,2,100,270,passive,,,0,1,2,G,
1430,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:25:10,10,01_360,3,100,270,passive,,,0,2,3,G,
1431,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:25:10,10,01_365,4,100,270,passive,,,0,3,4,G,
1432,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:25:10,10,05_127,5,100,270,passive,,,0,4,5,G,
1433,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:29:58,11,01_360,1,300,280,aggressive,01_360,EB,0,,4,G,"W EB up to 01_364, who started W"
1434,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:29:58,11,01_364,2,300,280,aggressive,01_360,EB,0,26,5,G,
1435,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:29:58,11,01_356,3,290,280,passive,,,0,31,1,SI,with one of the Ba Males they've been following
1436,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:29:58,11,05_127,4,300,280,passive,,,0,35,2,G,
1437,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:29:58,11,01_365,5,300,280,passive,,,0,40,3,G,
1438,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:31:30,NOTE,,,,,,,,,,,,01_356 passes 01_364
1439,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:33:05,NOTE,,,,,,,,,,,,05_127 biting 01_365 (while W)
1440,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:33:28,NOTE,,,,,,,,,,,,01_365 biting 05_127 (while W)
1441,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:33:32,NOTE,,,,,,,,,,,,01_365 KC 05_127 (while W)
1442,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:33:55,NOTE,,,,,,,,,,,,01_364 W past 01_356
1443,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:34:11,NOTE,,,,,,,,,,,,01_356 W pasr 01_364 EB
1444,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:34:15,NOTE,,,,,,,,,,,,01_364 rubs head on 01_365 flank as he passes
1445,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:34:26,NOTE,,,,,,,,,,,,"05_127, 01_365 fighting again"
1446,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:36:13,NOTE,,,,,,,,,,,,still following 2 Ba Males
1447,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:38:50,12,01_365,1,15,280,passive,,,0,,1,G,in front of 01_364
1448,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:38:50,12,05_127,2,15,280,passive,,,0,1,2,G,behind 01_365
1449,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:39:59,13,01_364,1,4,280,passive,,,0,,1,S,
1450,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:41:10,14,01_356,1,50,280,passive,,,0,,1,G,
1451,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:41:10,14,01_365,2,50,280,passive,,,0,18,2,G,
1452,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:41:10,14,01_364,3,50,280,passive,,,0,37,3,G,
1453,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:41:10,14,05_127,4,50,280,passive,,,0,41,4,G,
1454,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:41:10,14,01_360,5,50,280,passive,,,0,59,5,G,
1455,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:47:54,15,01_356,1,10,240,passive,,,0,,1,G,
1456,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:52:05,16,01_364,1,20,240,passive,,,0,,1,G,past 01_356
1457,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:52:05,16,01_360,2,8,240,passive,,,0,38,4,SI,MG with 01_356
1458,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:52:05,16,01_365,3,8,240,passive,,,0,54,2,G,
1459,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:52:05,16,05_127,4,10,240,passive,,,0,55,3,G,
1460,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:52:05,16,01_356,5,10,240,passive,,,0,72,5,SI,MG with 01_360
1461,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:55:03,NOTE,,,,,,,,,,,,"01_360, 05_127 MG"
1462,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:55:09,17,01_356,1,10,240,passive,,,0,,1,G,
1463,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:55:09,17,05_127,2,25,240,passive,,,0,35,3,G,
1464,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:55:09,17,01_364,3,25,240,aggressive,01_364,physical contact,0,53,4,G,
1465,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:55:09,17,01_365,4,25,240,aggressive,01_364,physical contact,0,55,2,G,W after 01_364 nudged her
1466,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:55:09,17,01_360,5,25,240,passive,,,0,56,5,G,
1467,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:58:38,18,01_365,1,150,240,passive,,,0,,1,G,
1468,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:58:38,18,05_127,2,150,240,passive,,,0,1,2,G,
1469,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:58:38,18,01_364,3,150,240,passive,,,0,24,3,G,
1470,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:58:38,18,01_360,4,150,240,passive,,,0,34,4,G,
1471,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,7:58:38,18,01_356,5,150,240,passive,,,0,59,5,G,
1472,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,8:03:44,19,01_364,1,6,270,passive,,,0,,1,G,
1473,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,8:03:44,19,01_360,2,4,270,passive,,,0,16,2,G,
1474,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,8:05:54,20,01_364,1,10,270,passive,,,0,,1,G,
1475,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,8:09:38,21,01_360,1,6,270,passive,,,0,,1,G,
1476,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,8:24:07,22,01_364,1,4,300,passive,,,0,,1,G,
1477,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,8:24:07,22,01_360,2,3,300,passive,,,0,43,2,G,
1478,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,8:25:37,23,05_127,1,5,300,passive,,,0,,1,G,"run, startled"
1479,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,8:25:37,23,01_365,2,5,300,passive,,,0,1,2,G,
1480,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,8:25:37,23,01_364,3,5,300,passive,,,0,2,3,G,
1481,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,8:25:37,23,01_360,4,5,300,passive,,,0,3,4,G
1482,01_356_1,8-Jul-06,1,6:45:50,8:56:00,2:10:10,8:28:32,24,01_365,1,3,285,passive,,,0,,1,G
1483,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,8:43:50,1,01_364,1,12,205,passive,,,0,,1,G
1484,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,8:43:50,1,05_127,2,8,205,passive,,,0,30,2,G
1485,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,8:43:50,1,01_356,3,8,205,passive,,,0,38,3,G
1486,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,8:51:50,2,01_356,1,5,235,passive,,,0,,1,V
1487,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,8:56:30,3,01_360,1,30,145,passive,,,0,,1,S
1488,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,8:56:30,3,06_361,2,30,145,passive,,,0,1,3,S
1489,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,8:56:30,3,05_127,3,25,145,passive,,,0,12,4,S
1490,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,8:56:30,3,01_365,4,25,145,passive,,,0,25,5,G
1491,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,8:56:30,3,01_364,5,25,145,passive,,,0,55,2,S
1492,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,8:56:30,3,01_356,6,25,145,passive,,,0,60,6,G
1493,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:03:23,4,01_364,1,4,165,passive,,,0,,1,G
1494,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:03:54,5,01_364,1,4,165,passive,,,0,,1,G
1495,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:03:54,5,01_360,2,13,165,passive,,,0,30,2,G
1496,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:03:54,5,06_361,3,11,165,passive,,,0,36,3,S
1497,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:05:28,6,01_365,1,8,165,passive,,,0,,1,G,
1498,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:06:28,7,05_127,1,3,165,passive,,,0,,1,G,
1499,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:08:45,8,01_356,1,10,165,passive,,,0,,1,G,
1500,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:08:45,8,05_127,2,3,165,passive,,,0,25,2,G,
1501,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:08:45,8,01_360,3,7,165,passive,,,0,52,3,G,
1502,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:08:45,8,06_361,4,7,165,passive,,,0,53,4,G,
1503,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:09:57,9,01_364,1,24,165,passive,,,0,,2,G,
1504,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:09:57,9,01_360,2,25,165,passive,,,0,4,3,G,
1505,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:09:57,9,06_361,3,25,165,passive,,,0,10,4,S,
1506,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:09:57,9,05_127,4,14,165,passive,,,0,12,1,G,
1507,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:10:00,NOTE,,,,,,,,,,,,01_356 G w/another harem
1508,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:11:28,10,01_365,1,10,145,passive,,,0,,1,G,
1509,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:11:28,10,01_356,2,10,145,passive,,,0,5,2,G,
1510,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:11:53,11,01_364,1,30,145,passive,,,0,,1,G,
1511,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:11:53,11,01_360,2,26,145,passive,,,0,10,2,G,
1512,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:11:53,11,06_361,3,26,145,passive,,,0,11,3,G,
1513,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:11:53,11,05_127,4,23,145,passive,,,0,15,5,G,
1514,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:11:53,11,01_365,5,25,145,passive,,,0,25,4,G,
1515,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:11:53,11,01_356,6,25,145,passive,,,0,27,6,G,
1516,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:14:42,12,05_127,1,8,145,passive,,,0,,1,G,
1517,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:14:42,12,01_360,2,7,145,passive,,,0,2,2,G,
1518,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:14:42,12,06_361,3,8,145,passive,,,0,3,3,G,
1519,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:14:42,12,01_365,4,6,145,passive,,,0,8,4,G,
1520,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:15:04,13,01_360,1,10,145,passive,,,0,,2,G,
1521,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:15:04,13,06_361,2,5,145,passive,,,0,4,1,N,
1522,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:15:04,13,01_364,3,14,145,passive,,,0,13,3,G,
1523,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:15:33,14,01_360,1,20,55,passive,,,0,,1,G,fol 01_008 harem
1524,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:15:33,14,06_361,2,20,55,passive,,,0,2,2,G,
1525,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:15:33,14,01_364,3,40,55,passive,,,0,30,3,G,
1526,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:15:33,14,01_365,4,41,55,passive,,,0,33,4,G,
1527,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:15:33,14,01_356,5,45,55,passive,,,0,36,6,G,
1528,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:15:33,14,05_127,6,38,55,passive,,,0,38,5,G,
1529,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:16:15,15,01_360,1,25,55,passive,,,0,,1,G,
1530,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:16:15,15,06_361,2,25,55,passive,,,0,2,2,G,
1531,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:16:57,16,01_360,1,unknown,55,passive,,,0,,unknown,NV,NV in dense bush; heading toward dam
1532,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:16:57,16,06_361,2,unknown,55,passive,,,0,2,unknown,NV,
1533,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:16:57,16,01_364,3,unknown,55,passive,,,0,17,unknown,NV,
1534,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:16:57,16,01_365,4,unknown,55,passive,,,0,18,unknown,NV,
1535,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:16:57,16,05_127,5,unknown,55,passive,,,0,20,unknown,NV,
1536,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:16:57,16,01_356,6,unknown,55,passive,,,0,28,unknown,NV,
1537,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:28:00,NOTE,,,,,,,,,,,,seen in bush ~100m from dam
1538,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:30:55,NOTE,,,,,,,,,,,,first zebra in herd appears and is V at top of hill
1539,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:35:00,NOTE,,,,,,,,,,,,01_008 hrm drinking
1540,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:35:29,NOTE,,,,,,,,,,,,"01_053 hrm fol, drinking"
1541,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:37:50,17,01_364,1,20,140,passive,,,0,,1,Drink,
1542,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:37:50,17,05_127,2,20,140,passive,,,0,2,2,Drink,
1543,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:37:50,17,01_356,3,20,140,passive,,,0,8,3,Drink,
1544,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:38:10,18,01_364,1,13,340,passive,,,0,,1,V,"run away, startled"
1545,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:38:10,18,05_127,2,13,340,passive,,,0,3,2,V,
1546,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:38:10,18,01_356,3,13,340,passive,,,0,4,3,V,
1547,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:38:21,19,01_365,1,10,140,passive,,,0,,1,Drink,
1548,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:38:21,19,05_127,2,13,140,passive,,,0,7,2,Drink,
1549,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:38:21,19,01_364,3,13,140,passive,,,0,12,3,Drink,
1550,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:38:49,NOTE,,,,,,,,,,,,01_360 and 06_361 appear out of bushes
1551,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:38:55,20,01_360,1,20,140,passive,,,0,,2,Drink,
1552,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:38:55,20,06_361,2,20,140,passive,,,0,1,1,Drink,
1553,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:39:10,21,01_360,1,100,320,passive,,,0,,1,V,W up the road
1554,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:39:10,21,06_361,2,100,320,passive,,,0,1,2,S,
1555,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:39:10,21,01_356,3,100,320,passive,,,0,14,3,V,
1556,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:39:10,21,01_365,4,100,320,passive,,,0,15,4,V,
1557,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:39:10,21,05_127,5,100,320,passive,,,0,17,5,V,
1558,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:39:10,21,01_364,6,100,320,passive,,,0,20,6,V,runs until caught up
1559,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:44:30,22,01_360,1,120,340,passive,,,0,,1,G,
1560,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:44:30,22,06_361,2,120,340,passive,,,0,2,2,G,
1561,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:44:30,22,05_127,3,120,340,passive,,,0,5,3,G
1562,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:44:30,22,01_364,4,120,340,passive,,,0,12,5,G
1563,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:44:30,22,01_365,5,120,340,passive,,,0,30,4,G
1564,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:44:30,22,01_356,6,120,340,passive,,,0,32,6,G
1565,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:48:59,23,01_360,1,30,340,passive,,,0,,1,G
1566,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:48:59,23,06_361,2,30,340,passive,,,0,3,2,G
1567,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:48:59,23,05_127,3,30,340,passive,,,0,5,3,G
1568,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:48:59,23,01_365,4,30,340,passive,,,0,7,4,G
1569,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:48:59,23,01_364,5,30,340,passive,,,0,10,5,G
1570,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:50:25,24,01_360,1,18,340,passive,,,0,,2,G
1571,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:50:27,24,06_361,2,18,340,passive,,,0,2,3,S
1572,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:50:28,24,05_127,3,18,340,passive,,,0,3,1,G
1573,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:57:33,25,01_356,1,8,340,passive,,,0,,1,G
1574,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:57:33,25,01_360,2,8,340,passive,,,0,9,2,G
1575,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:57:33,25,06_361,3,8,340,passive,,,0,10,3,G
1576,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:59:48,26,01_360,1,13,340,passive,,,0,,1,G
1577,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,9:59:48,26,06_361,2,13,340,passive,,,0,1,2,G,
1578,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,10:06:55,27,01_360,1,15,340,passive,,,0,,1,G,
1579,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,10:06:55,27,06_361,2,15,340,passive,,,0,3,2,G,next to 01_360
1580,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,10:08:05,28,01_364,1,10,340,passive,,,0,,1,G,next to 01_360
1581,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,10:08:05,28,01_356,2,10,340,passive,,,0,9,2,G,next to 01_360
1582,01_356_2,19-Jul-06,1,8:42:00,10:20:00,1:38:00,10:09:29,29,01_356,1,20,340,passive,,,0,,1,G,next to 01_360
378,01_356_3,21-Jul-06,1,7:09:00,9:23:50,2:14:50,7:27:06,1,01_365,1,5,132,passive,,,1,,3,SG,on a tree
379,01_356_3,21-Jul-06,1,7:09:00,9:23:50,2:14:50,7:27:06,1,06_361,2,8,132,passive,,,1,3,1,S,
380,01_356_3,21-Jul-06,1,7:09:00,9:23:50,2:14:50,7:27:06,1,01_360,3,15,132,passive,,,1,5,2,G,
381,01_356_3,21-Jul-06,1,7:09:00,9:23:50,2:14:50,7:36:20,2,01_356,1,30,132,passive,,,1,,3,SI,"W/ Ba male who rubs head on 01_356's rump, then another male and 01_356 NN"
382,01_356_3,21-Jul-06,1,7:09:00,9:23:50,2:14:50,7:36:20,2,01_360,2,8,132,passive,,,1,6,1,G,
383,01_356_3,21-Jul-06,1,7:09:00,9:23:50,2:14:50,7:36:20,2,06_361,3,8,132,passive,,,1,7,2,S,
384,01_356_3,21-Jul-06,1,7:09:00,9:23:50,2:14:50,7:37:32,3,01_364,1,8,132,passive,,,1,,1,G,
385,01_356_3,21-Jul-06,1,7:09:00,9:23:50,2:14:50,7:37:32,3,05_127,2,8,132,passive,,,1,2,2,SI,05_127 NN same Ba male that 01_356 interacted with.
386,01_356_3,21-Jul-06,1,7:09:00,9:23:50,2:14:50,7:37:32,3,01_365,3,10,132,passive,,,1,3,3,G,
387,01_356_3,21-Jul-06,1,7:09:00,9:23:50,2:14:50,7:37:32,3,01_360,4,8,132,passive,,,1,51,5,G,
388,01_356_3,21-Jul-06,1,7:09:00,9:23:50,2:14:50,7:37:32,3,06_361,5,10,132,passive,,,1,54,4,G,
389,01_356_3,21-Jul-06,1,7:09:00,9:23:50,2:14:50,7:37:32,3,01_356,6,15,132,passive,,,1,60,6,G,
390,01_356_3,21-Jul-06,1,7:09:00,9:23:50,2:14:50,,NOTE,,,,,,,,,,,,"at 7:38:00 all G in a clump, mixed with Ba herd , 05_127 following 01_356 everywhere."
391,01_356_3,21-Jul-06,1,7:09:00,9:23:50,2:14:50,7:38:28,4,01_365,1,8,132,passive,,,1,,1,G,
392,01_356_3,21-Jul-06,1,7:09:00,9:23:50,2:14:50,7:38:28,4,05_127,2,8,132,passive,,,1,6,2,G,
