serial,Sightingno,Leadership_No,IndividualID,Order_initiation,Date,Time,Lead_activity,Clock,Distance_moved,Delay,Car_Bearing,Cause,Leadership_Remarks,End_Activity,Lead_type,Initial_Travel_Order,Final_Order,Success,Harem_ct,Ageclass,status,Grass_Height,Grass_Color,Bush_Type,gps_x,gps_y,Harem_size,Activity_Type_3,Activity_Type_2,Sighting_Duration,Sex
1464,hl22,71,01_457,3,8/5/05,11:23,Walking,6,5,30,210,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,G,MB,272840,5070,4,Movement,Movement,2.62,F
1465,hl22,72,01_609,1,8/5/05,11:23,Walking,2,30,0,210,,,Socializing,Push,2,2,Partial,0,Adult,Non-lactating,less hk,G,MB,272840,5070,4,Movement,Movement,2.62,F
1466,hl22,72,01_299,2,8/5/05,11:23,Walking,2,10,0,210,,,Socializing,Push,1,1,,0,Adult,Non-lactating,less hk,G,MB,272840,5070,4,Movement,Movement,2.62,F
1467,hl22,73,01_456,0,8/5/05,11:23,Walking,8,100,0,210,Move closer to other male,Other male near females,,,1,1,,0,Adult,Stallion,less hk,G,MB,272840,5070,4,Movement,Movement,2.62,M
1468,hl22,74,01_609,1,8/5/05,11:27,Walking,8,20,0,210,,,Socializing,Push,2,2,Partial,0,Adult,Non-lactating,less hk,G,MB,272840,5070,4,Movement,Movement,2.62,F
1469,hl22,74,01_299,2,8/5/05,11:27,Walking,8,20,0,210,,,Socializing,Push,1,1,,0,Adult,Non-lactating,less hk,G,MB,272840,5070,4,Movement,Movement,2.62,F
1470,hl22,75,01_457,0,8/5/05,11:27,Walking,7,30,0,210,Move closer to the other females,,,,1,1,,0,Adult,Non-lactating,less hk,G,MB,272840,5070,4,Movement,Movement,2.62,F
1471,hl23,1,01_461,1,8/1/05,17:15,Walking,0,0,0,29,,,,Pull,1,1,Partial,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1472,hl23,1,02_150,2,8/1/05,17:15,Walking,0,0,0,29,,,,Pull,2,2,,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1473,hl23,1,04_008,3,8/1/05,17:15,Walking,0,0,0,29,,,,Pull,3,3,,0,yearling,,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1474,hl23,1,02_153,4,8/1/05,17:15,Walking,0,0,0,29,,,,Pull,4,4,,0,Adult,Stallion,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,M
1475,hl23,2,02_152,1,8/1/05,17:22,Walking,12,5,0,29,,,Grazing,Pull,1,1,No,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1476,hl23,3,04_008,1,8/1/05,17:32,Walking,8,15,0,29,,,,Pull,1,1,No,0,yearling,,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1477,hl23,4,02_153,1,8/1/05,17:34,Trotting,9,20,0,29,,,,Pull,1,1,No,0,Adult,Stallion,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,M
1478,hl23,5,02_152,1,8/1/05,17:34,Walking,1,25,0,29,,,,Pull/Push,2,2,Partial,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1479,hl23,5,02_153,2,8/1/05,17:34,Walking,1,25,0,29,,,,Push,1,1,,0,Adult,Stallion,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,M
1480,hl23,5,01_461,3,8/1/05,17:34,Walking,1,25,0,29,,,,Pull,3,3,,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1481,hl23,6,04_008,1,8/1/05,17:34,Walking,1,20,0,29,,,,Pull,1,1,Partial,0,yearling,,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1482,hl23,6,02_152,2,8/1/05,17:34,Walking,1,20,0,29,,,,Pull,2,2,,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1483,hl23,7,02_153,1,8/1/05,17:35,Walking,9,10,0,29,,,,push/p,2,2,Partial,0,Adult,Stallion,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,M
1484,hl23,7,02_150,2,8/1/05,17:35,Walking,9,10,0,29,,,Grazing,Push,1,1,,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1485,hl23,7,02_152,3,8/1/05,17:35,Walking,11,5,0,29,,,,Pull,3,3,,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1486,hl23,8,02_150,1,8/1/05,17:36,Walking,8,0,0,29,,,,Pull,1,1,Partial,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1487,hl23,8,02_152,2,8/1/05,17:36,Walking,8,0,0,29,,,,Pull,2,2,,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1488,hl23,8,04_008,3,8/1/05,17:36,Walking,8,0,0,29,,,,Pull,3,3,,0,yearling,,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1489,hl23,8,02_153,4,8/1/05,17:36,Walking,8,0,0,29,,,,Pull,4,4,,0,Adult,Stallion,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,M
1490,hl23,9,02_150,1,8/1/05,17:36,Stopping,0,0,0,29,,,Grazing,Pull,1,1,Partial,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Stopping,Non-Movement,1.2,F
1491,hl23,9,02_152,2,8/1/05,17:36,Stopping,0,0,0,29,,,Grazing,Pull,2,2,,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Stopping,Non-Movement,1.2,F
1492,hl23,9,04_008,3,8/1/05,17:36,Stopping,0,0,0,29,,,Grazing,Pull,3,3,,0,yearling,,less belly,G,OG,274293,2442,5,Stopping,Non-Movement,1.2,F
1493,hl23,9,02_153,4,8/1/05,17:36,Stopping,0,0,0,29,,,Grooming,Pull,4,4,,0,Adult,Stallion,less belly,G,OG,274293,2442,5,Stopping,Non-Movement,1.2,M
1494,hl23,10,02_150,1,8/1/05,17:37,Walking,9,10,0,29,,,Grazing,Pull,1,1,No,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1495,hl23,11,02_153,1,8/1/05,17:39,Walking,9,10,0,29,,,Grazing,Pull,1,1,No,0,Adult,Stallion,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,M
1496,hl23,12,04_008,1,8/1/05,17:39,Walking,9,0,0,29,,,,Pull,1,1,Partial,0,yearling,,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1497,hl23,12,02_153,2,8/1/05,17:39,Walking,9,5,0,29,,,,Pull,2,2,,0,Adult,Stallion,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,M
1498,hl23,12,02_152,3,8/1/05,17:39,Walking,8,5,0,29,,,Grazing,Pull,3,3,,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1499,hl23,13,01_461,0,8/1/05,17:40,Walking,9,10,0,29,move closer to others,,Grazing,Pull,0,0,,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1500,hl23,14,01_461,1,8/1/05,17:40,Walking,9,5,0,29,,,Grazing,Pull,1,1,No,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1501,hl23,15,02_152,1,8/1/05,17:41,Walking,0,10,0,29,,,Grazing,Pull,1,1,No,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1502,hl23,16,01_461,1,8/1/05,17:43,Walking,9,10,0,29,,,Grazing,Pull,1,1,No,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1503,hl23,17,02_153,1,8/1/05,17:45,Walking,8,5,0,29,,,Grazing,Pull,1,1,Partial,0,Adult,Stallion,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,M
1504,hl23,17,01_461,2,8/1/05,17:45,Walking,9,3,0,29,,,Grazing,Pull,2,2,,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1505,hl23,18,04_008,1,8/1/05,17:56,Walking,9,10,0,29,,,Grazing,Pull,1,1,Partial,0,yearling,,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1506,hl23,18,02_153,2,8/1/05,17:56,Walking,8,2,0,29,,,Grazing,Pull,2,2,,0,Adult,Stallion,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,M
1507,hl23,19,01_461,1,8/1/05,18:01,Walking,9,8,0,29,,,Grazing,Pull,1,1,Partial,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1508,hl23,19,02_153,2,8/1/05,18:01,Walking,9,8,0,29,,,Grazing,Pull,2,2,,0,Adult,Stallion,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,M
1509,hl23,20,04_008,1,8/1/05,18:04,Walking,12,15,0,29,move closer to 02_150,,Grazing,Pull,1,1,No,0,yearling,,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1510,hl23,21,01_461,1,8/1/05,18:05,Walking,12,2,0,29,,,Grooming,Pull,1,1,No,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1511,hl23,22,01_461,1,8/1/05,18:05,Walking,11,5,0,29,,,Grooming,Pull,1,1,,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1512,hl23,23,02_153,1,8/1/05,18:06,Walking,10,5,0,29,,,Grazing,Pull,1,1,Partial,0,Adult,Stallion,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,M
1513,hl23,23,01_461,2,8/1/05,18:06,Walking,9,20,0,29,,,Grazing,Pull,1,2,,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1514,hl23,23,02_150,3,8/1/05,18:06,Walking,9,10,0,29,,,,Pull,1,3,,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1515,hl23,24,04_008,1,8/1/05,18:07,Walking,10,15,0,29,,,,Pull,1,1,Partial,0,yearling,,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1516,hl23,24,02_150,2,8/1/05,18:07,Walking,10,5,0,29,,,,Pull,2,2,,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1517,hl23,25,04_008,1,8/1/05,18:07,Walking,10,5,0,29,,,,Pull,1,1,Partial,0,yearling,,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1518,hl23,25,02_150,2,8/1/05,18:07,Walking,9,2,0,29,,,,Pull,2,2,,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1519,hl23,26,01_461,1,8/1/05,18:08,Walking,9,2,0,29,,,,Pull,1,1,,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1520,hl23,27,04_008,1,8/1/05,18:08,Walking,7,10,0,29,,,Grazing,Pull,1,1,Partial,0,yearling,,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1521,hl23,27,02_153,1,8/1/05,18:09,Walking,12,15,0,29,,,Grazing,Pull,1,1,No,0,Adult,Stallion,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,M
1522,hl23,27,02_153,2,8/1/05,18:09,Walking,9,3,0,29,,,Grazing,Pull,2,2,,0,Adult,Stallion,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,M
1523,hl23,28,02_152,1,8/1/05,18:10,Walking,11,20,0,29,,,Grooming,Pull,1,1,No,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1524,hl23,29,04_008,1,8/1/05,18:11,Walking,8,10,0,29,,,Grazing,Pull,1,1,Partial,0,yearling,,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1525,hl23,29,02_150,2,8/1/05,18:11,Walking,8,20,0,29,,,Grazing,Pull,2,2,,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1526,hl23,30,02_150,1,8/1/05,18:12,Walking,9,10,0,29,,,Grazing,Pull,1,1,No,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1527,hl23,31,02_150,1,8/1/05,18:13,Walking,9,2,0,29,,,Grazing,Pull,1,1,Partial,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1528,hl23,31,01_461,2,8/1/05,18:13,Walking,8,2,0,29,,,Grazing,Pull,2,2,,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1529,hl23,32,02_153,1,8/1/05,18:15,Walking,9,8,0,29,,,Grazing,Pull,1,1,No,0,Adult,Stallion,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,M
1530,hl23,32,02_153,1,8/1/05,18:15,Walking,9,3,0,29,,,Grazing,Pull,1,1,No,0,Adult,Stallion,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,M
1531,hl23,33,02_152,1,8/1/05,18:15,Walking,9,5,0,29,,,Grazing,Pull,1,1,Partial,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1532,hl23,33,02_153,2,8/1/05,18:15,Walking,9,3,0,29,,,Grazing,Pull,2,2,,0,Adult,Stallion,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,M
1533,hl23,34,02_153,0,8/1/05,18:17,Walking,1,25,0,29,move closer to 02_152,,Socializing,Pull,0,0,,0,Adult,Stallion,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,M
1534,hl23,35,02_152,0,8/1/05,18:17,Walking,6,20,0,29,move closer to 01_153,,Socializing,Pull,0,0,,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1535,hl23,36,01_461,1,8/1/05,18:18,Walking,8,15,0,29,,,,Pull,1,1,No,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1536,hl23,37,04_008,1,8/1/05,18:24,Walking,12,5,0,29,,,Grazing,Pull,1,1,No,0,yearling,,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1537,hl23,38,04_008,1,8/1/05,18:25,Walking,9,3,0,29,,,Grazing,Pull,1,1,No,0,yearling,,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1538,hl23,39,02_152,1,8/1/05,18:26,Walking,9,5,0,29,,,Grazing,Pull,1,1,No,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1539,hl23,40,02_152,1,8/1/05,18:27,Walking,6,3,0,29,,,Grazing,Pull,1,1,No,0,Adult,Non-lactating,less belly,G,OG,274293,2442,5,Movement,Movement,1.2,F
1540,hl24,1,01_456,1,8/8/05,8:50,Walking,9,2,0,270,Scared of cows,,,Pull,1,1,Yes,2,Adult,Stallion,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,M
1541,hl24,1,01_457,2,8/8/05,8:50,Walking,9,2,0,270,,,,Pull,2,2,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1542,hl24,1,01_299,3,8/8/05,8:50,Walking,9,2,0,270,,,,Pull,3,3,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1543,hl24,1,01_609,4,8/8/05,8:50,Walking,9,2,0,270,,,,Pull,4,4,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1544,hl24,2,01_456,1,8/8/05,8:51,Walking,9,0,0,270,,,,Pull,1,1,Yes,2,Adult,Stallion,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,M
1545,hl24,2,01_299,2,8/8/05,8:51,Walking,9,5,0,270,,,,Pull,2,2,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1546,hl24,2,01_609,3,8/8/05,8:51,Walking,9,2,0,270,,,,Pull,3,3,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1547,hl24,2,01_457,4,8/8/05,8:51,Walking,9,2,0,270,,,,Pull,4,4,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1548,hl24,3,01_609,1,8/8/05,8:51,Walking,8,0,0,270,,,,Pull,1,2,Yes,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1549,hl24,3,01_457,2,8/8/05,8:51,Walking,8,0,0,270,,,,Pull,2,3,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1550,hl24,3,01_456,3,8/8/05,8:51,Walking,8,0,0,270,,,,Pull,3,4,,2,Adult,Stallion,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,M
1551,hl24,3,01_299,4,8/8/05,8:51,Walking,8,20,0,270,,,,Pull,4,1,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1552,hl24,4,01_457,1,8/8/05,8:52,Walking,8,0,0,270,,,,Push,2,2,Partial,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1553,hl24,4,01_299,2,8/8/05,8:52,Walking,8,15,0,270,,,,Push,1,1,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1554,hl24,5,01_609,1,8/8/05,8:52,Walking,8,0,0,270,,,,Push,2,2,Partial,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1555,hl24,5,01_457,2,8/8/05,8:52,Walking,8,0,0,270,,,,Push,1,1,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1556,hl24,6,harem 2,1,8/8/05,8:53,Walking,8,0,0,270,,,,Pull,1,5,Yes,2,,,less hk,GB,OG,273838,4746,3,Movement,Movement,1.08,F
1557,hl24,6,01_456,1,8/8/05,8:53,Walking,8,150,0,270,,,Standing,Pull,2,1,Yes,2,Adult,Stallion,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,M
1558,hl24,6,01_609,2,8/8/05,8:53,Walking,8,0,0,270,,Vigilant towards the cows,Vigilant,Pull,3,2,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1559,hl24,6,01_457,3,8/8/05,8:53,Walking,8,0,0,270,,,Vigilant,Pull,4,4,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1560,hl24,6,01_299,4,8/8/05,8:53,Walking,8,0,0,270,,,Vigilant,Pull,5,3,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1561,hl24,7,01_456,1,8/8/05,8:56,Stopping,0,0,0,0,,,,,0,0,Yes,0,Adult,Stallion,less hk,GB,OG,273838,4746,4,Stopping,Non-Movement,1.08,M
1562,hl24,7,01_609,2,8/8/05,8:56,Stopping,0,0,0,0,,,,,0,0,,0,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Stopping,Non-Movement,1.08,F
1563,hl24,7,01_299,3,8/8/05,8:56,Stopping,0,0,0,0,,,,,0,0,,0,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Stopping,Non-Movement,1.08,F
1564,hl24,7,01_457,3,8/8/05,8:56,Stopping,0,0,0,0,,,,,0,0,,0,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Stopping,Non-Movement,1.08,F
1565,hl24,8,01_609,1,8/8/05,8:56,Walking,8,25,0,270,,,,Pull,1,1,Partial,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1566,hl24,8,01_299,2,8/8/05,8:56,Walking,8,50,15,270,,,,Pull,2,2,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1567,hl24,8,01_457,3,8/8/05,8:56,Walking,8,10,15,270,,,,Pull,3,3,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1568,hl24,9,01_609,1,8/8/05,8:57,Stopping,0,0,0,0,,,,,0,0,Partial,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Stopping,Non-Movement,1.08,F
1569,hl24,9,01_457,2,8/8/05,8:57,Stopping,0,0,0,0,,,,,0,0,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Stopping,Non-Movement,1.08,F
1570,hl24,9,01_299,3,8/8/05,8:57,Stopping,0,0,0,0,,,,,0,0,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Stopping,Non-Movement,1.08,F
1571,hl24,10,01_456,1,8/8/05,8:57,Walking,8,0,0,270,,,,Pull,1,1,Partial,2,Adult,Stallion,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,M
1572,hl24,10,01_457,2,8/8/05,8:57,Walking,8,0,0,270,,,,Pull,2,2,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1573,hl24,11,01_456,1,8/8/05,8:57,Walking,8,150,0,270,,,,Pull,1,1,Yes,2,Adult,Stallion,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,M
1574,hl24,11,01_609,2,8/8/05,8:57,Walking,8,0,0,270,,,,Pull,2,2,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1575,hl24,11,01_457,3,8/8/05,8:57,Walking,8,0,60,270,,,,Pull,3,3,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1576,hl24,11,01_299,4,8/8/05,8:57,Walking,8,0,60,270,,,,Pull,4,4,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1577,hl24,12,01_609,1,8/8/05,9:02,Walking,0,15,0,0,,,Standing,Pull,1,1,Partial,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1578,hl24,12,01_456,2,8/8/05,9:02,Walking,0,15,0,0,,,Standing,Pull,2,2,,2,Adult,Stallion,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,M
1579,hl24,13,01_609,1,8/8/05,9:03,Stopping,0,0,0,0,,,,,0,0,Partial,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Stopping,Non-Movement,1.08,F
1580,hl24,13,01_456,2,8/8/05,9:03,Stopping,0,0,0,0,,,,,0,0,,2,Adult,Stallion,less hk,GB,OG,273838,4746,4,Stopping,Non-Movement,1.08,M
1581,hl24,14,01_456,1,8/8/05,9:04,Walking,9,0,0,195,,,,Pull,1,1,Partial,2,Adult,Stallion,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,M
1582,hl24,14,01_609,2,8/8/05,9:04,Walking,9,0,10,195,,,,Pull,2,2,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1583,hl24,15,01_457,1,8/8/05,9:04,Stopping,0,0,0,0,,,,,0,0,Yes,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Stopping,Non-Movement,1.08,F
1584,hl24,15,01_299,2,8/8/05,9:04,Stopping,0,0,0,0,,,,,0,0,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Stopping,Non-Movement,1.08,F
1585,hl24,15,01_456,3,8/8/05,9:04,Stopping,0,0,0,0,,,,,0,0,,2,Adult,Stallion,less hk,GB,OG,273838,4746,4,Stopping,Non-Movement,1.08,M
1586,hl24,15,01_609,4,8/8/05,9:04,Stopping,0,0,0,0,,,,,0,0,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Stopping,Non-Movement,1.08,F
1587,hl24,16,01_299,1,8/8/05,9:05,Walking,0,5,0,0,,,Grazing,Pull,1,1,Partial,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1588,hl24,16,01_457,2,8/8/05,9:05,Walking,0,0,0,0,,,,Pull,2,2,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1589,hl24,16,01_456,3,8/8/05,9:05,Walking,0,0,0,0,,,Grazing,Pull,3,3,,2,Adult,Stallion,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,M
1590,hl24,17,01_457,1,8/8/05,9:06,Walking,0,0,0,0,,,Grazing,Pull,1,1,Partial,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1591,hl24,17,01_299,2,8/8/05,9:06,Walking,0,0,0,0,,,Grazing,Pull,2,2,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1592,hl24,18,01_609,1,8/8/05,9:05,Walking,0,0,0,0,,,Grooming,Pull,1,1,No,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1593,hl24,19,01_457,1,8/8/05,9:06,Stopping,0,0,0,0,,,,,0,0,Partial,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Stopping,Non-Movement,1.08,F
1594,hl24,19,01_609,2,8/8/05,9:06,Stopping,0,0,0,0,,,,,0,0,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Stopping,Non-Movement,1.08,F
1595,hl24,19,01_299,3,8/8/05,9:06,Stopping,0,0,0,0,,,,,0,0,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Stopping,Non-Movement,1.08,F
1596,hl24,20,01_456,1,8/8/05,9:06,Walking,9,3,0,185,,,Grazing,,1,1,No,2,Adult,Stallion,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,M
1597,hl24,21,01_299,0,8/8/05,9:08,Walking,9,15,0,185,,,Grazing,,0,0,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1598,hl24,21,01_609,0,8/8/05,9:08,Walking,9,15,0,185,,,Grazing,,0,0,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1599,hl24,22,01_299,0,8/8/05,9:09,Walking,0,40,0,0,,Stallion looked up,Grazing,,1,1,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1600,hl24,23,01_609,0,8/8/05,9:09,Walking,8,4,0,185,,,,,1,1,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1601,hl24,24,01_456,0,8/8/05,9:09,Walking,9,20,0,185,,,Grazing,,1,1,,2,Adult,Stallion,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,M
1602,hl24,25,01_456,1,8/8/05,9:10,Walking,9,30,0,185,,,,Pull,2,2,Partial,2,Adult,Stallion,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,M
1603,hl24,25,01_299,2,8/8/05,9:10,Walking,9,5,0,185,,,,Pull,1,1,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1604,hl24,26,01_456,1,8/8/05,9:10,Stopping,0,0,0,0,,,,,0,0,Partial,0,Adult,Stallion,less hk,GB,OG,273838,4746,4,Stopping,Non-Movement,1.08,M
1605,hl24,26,01_299,2,8/8/05,9:10,Stopping,0,0,0,0,,,,,0,0,,0,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Stopping,Non-Movement,1.08,F
1606,hl24,27,01_457,0,8/8/05,9:11,Walking,9,15,0,185,Move closer to the rest,,Grazing,,1,1,,2,Adult,Non-lactating,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,F
1607,hl24,28,01_456,0,8/8/05,9:11,Walking,9,15,0,185,,,Grazing,,1,1,,2,Adult,Stallion,less hk,GB,OG,273838,4746,4,Movement,Movement,1.08,M
