serial,Sightingno,Leadership_No,IndividualID,Order_initiation,Date,Time,Lead_activity,Clock,Distance_moved,Delay,Car_Bearing,Cause,Leadership_Remarks,End_Activity,Lead_type,Initial_Travel_Order,Final_Order,Success,Harem_ct,Ageclass,status,Grass_Height,Grass_Color,Bush_Type,gps_x,gps_y,Harem_size,Activity_Type_3,Activity_Type_2,Sighting_Duration,Sex
2312,hl30,22,02_1055,4,7/24/05,16:41,Walking,9,0,0,300,,,,Pull,4,4,,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2313,hl30,23,02_1055,1,7/24/05,16:52,Walking,0,0,0,0,,,,Pull,1,1,No,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2314,hl30,24,01_552,1,7/24/05,16:52,Walking,0,15,0,0,,,Grazing,Pull,1,1,Yes,0,Adult,Stallion,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,M
2315,hl30,24,02_132,2,7/24/05,16:52,Walking,0,15,0,0,,,Grazing,Pull,2,2,,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2316,hl30,24,02_1057,3,7/24/05,16:52,Walking,0,15,0,0,,,Grazing,Pull,3,3,,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2317,hl30,24,02_1055,4,7/24/05,16:52,Walking,0,15,0,0,,,Grazing,Pull,4,4,,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2318,hl30,25,our harem,0,7/24/05,16:53,Walking,6,0,0,180,,,,Pull,0,0,Yes,0,,,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2319,hl30,26,02_132,1,7/24/05,16:56,Walking,6,10,0,180,,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2320,hl30,26,01_552,2,7/24/05,16:56,Walking,0,5,60,0,,,Grazing,Pull,2,2,,0,Adult,Stallion,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,M
2321,hl30,27,02_1057,1,7/24/05,16:58,Walking,6,2,0,0,,,,Pull,1,1,No,0,Adult,Non-lactating,less hk,GB,MB,271907,1981,4,Movement,Movement,0.97,F
2322,hl31,1,01_312,1,7/28/05,10:21,Walking,0,20,0,180,,,Staring,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2323,hl31,1,01_313,2,7/28/05,10:21,Walking,0,20,0,180,,,Staring,Pull,2,2,,0,Adult,Stallion,less hk,,OG,274174,2286,4,Movement,Movement,2.07,M
2324,hl31,2,01_314,1,7/28/05,10:27,Walking,8,120,0,165,Move closer to others,,,Pull,1,3,Yes,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2325,hl31,2,04_155,2,7/28/05,10:27,Walking,8,120,0,165,,,,Pull,2,4,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2326,hl31,2,01_312,3,7/28/05,10:27,Walking,6,0,0,165,,,,Pull,3,1,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2327,hl31,3,01_313,4,7/28/05,10:27,Walking,6,0,0,165,,,,Pull,4,2,,0,Adult,Stallion,less hk,,OG,274174,2286,4,Movement,Movement,2.07,M
2328,hl31,4,01_314,1,7/28/05,10:30,Stopping,0,0,0,165,,,Rolling,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Stopping,Non-Movement,2.07,F
2329,hl31,4,04_155,2,7/28/05,10:30,Stopping,0,0,0,165,,,Rolling,Pull,2,2,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Stopping,Non-Movement,2.07,F
2330,hl31,5,01_314,1,7/28/05,10:30,Rolling,0,0,0,165,,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Non-Movement,Non-Movement,2.07,F
2331,hl31,5,04_155,2,7/28/05,10:30,Rolling,0,0,0,165,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Non-Movement,Non-Movement,2.07,F
2332,hl31,6,01_312,1,7/28/05,10:31,Walking,0,60,0,165,,,,Pull,1,1,Yes,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2333,hl31,6,01_313,2,7/28/05,10:31,Walking,0,60,0,165,,,,Pull,2,2,,0,Adult,Stallion,less hk,,OG,274174,2286,4,Movement,Movement,2.07,M
2334,hl31,6,01_314,3,7/28/05,10:31,Walking,0,60,0,165,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2335,hl31,6,04_155,4,7/28/05,10:31,Walking,0,60,0,165,,,,Pull,4,4,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2336,hl31,7,01_313,1,7/28/05,10:33,Walking,0,60,0,165,,,,Pull,1,1,Yes,0,Adult,Stallion,less hk,,OG,274174,2286,4,Movement,Movement,2.07,M
2337,hl31,7,01_312,2,7/28/05,10:33,Walking,0,0,0,165,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2338,hl31,7,01_314,3,7/28/05,10:33,Walking,0,0,0,165,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2339,hl31,7,04_155,4,7/28/05,10:33,Walking,0,0,0,165,,,,Pull,4,4,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2340,hl31,8,01_313,1,7/28/05,10:34,Stopping,0,0,0,165,,,Rolling,Pull,1,1,Yes,0,Adult,Stallion,less hk,,OG,274174,2286,4,Stopping,Non-Movement,2.07,M
2341,hl31,8,01_312,2,7/28/05,10:34,Stopping,0,0,0,165,,,Staring,Pull,2,2,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Stopping,Non-Movement,2.07,F
2342,hl31,8,01_314,2,7/28/05,10:34,Stopping,0,0,0,165,,,Grazing,Pull,2,2,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Stopping,Non-Movement,2.07,F
2343,hl31,8,04_155,2,7/28/05,10:34,Stopping,0,0,0,165,,,Grazing,Pull,2,2,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Stopping,Non-Movement,2.07,F
2344,hl31,9,04_155,1,7/28/05,10:34,Walking,8,0,0,110,,,,Pull,4,4,Yes,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2345,hl31,9,01_314,2,7/28/05,10:34,Walking,8,0,0,110,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2346,hl31,9,01_313,3,7/28/05,10:34,Walking,8,60,0,110,,,,Pull,1,1,,0,Adult,Stallion,less hk,,OG,274174,2286,4,Movement,Movement,2.07,M
2347,hl31,9,01_312,4,7/28/05,10:34,Walking,8,0,0,110,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2348,hl31,10,01_313,1,7/28/05,10:36,Stopping,0,0,0,110,,,,Pull,1,1,No,0,Adult,Stallion,less hk,,OG,274174,2286,4,Stopping,Non-Movement,2.07,M
2349,hl31,11,01_313,1,7/28/05,10:38,Stopping,0,100,0,110,,,,Pull,1,1,No,0,Adult,Stallion,less hk,,OG,274174,2286,4,Stopping,Non-Movement,2.07,M
2350,hl31,12,01_312,1,7/28/05,10:38,Stopping,0,0,0,110,,,,Pull,1,1,Yes,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Stopping,Non-Movement,2.07,F
2351,hl31,12,01_314,2,7/28/05,10:38,Stopping,0,0,0,110,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Stopping,Non-Movement,2.07,F
2352,hl31,12,04_155,2,7/28/05,10:38,Stopping,0,0,0,110,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Stopping,Non-Movement,2.07,F
2353,hl31,12,01_313,2,7/28/05,10:38,Stopping,0,0,0,110,,,,Pull,2,2,,0,Adult,Stallion,less hk,,OG,274174,2286,4,Stopping,Non-Movement,2.07,M
2354,hl31,13,04_155,1,7/28/05,10:38,Walking,0,10,0,45,,,Staring,Pull,2,2,Yes,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2355,hl31,13,01_313,2,7/28/05,10:38,Walking,0,10,0,45,,,Staring,Pull,1,1,,0,Adult,Stallion,less hk,,OG,274174,2286,4,Movement,Movement,2.07,M
2356,hl31,13,01_312,3,7/28/05,10:38,Walking,0,10,0,45,,,Staring,Pull,3,4,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2357,hl31,13,01_314,4,7/28/05,10:38,Walking,0,10,0,45,,,Staring,Pull,4,3,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2358,hl31,14,01_313,1,7/28/05,10:41,Walking,0,0,0,45,,,,Pull,1,1,Yes,0,Adult,Stallion,less hk,,OG,274174,2286,4,Movement,Movement,2.07,M
2359,hl31,14,01_312,2,7/28/05,10:41,Walking,0,0,0,45,,,,Pull,2,4,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2360,hl31,14,04_155,3,7/28/05,10:41,Walking,0,0,0,45,,,,Pull,3,2,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2361,hl31,14,01_314,4,7/28/05,10:41,Walking,0,0,0,45,,,,Pull,4,3,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2362,hl31,15,01_313,1,7/28/05,10:41,Stopping,0,30,0,45,,,,Pull,1,1,No,0,Adult,Stallion,less hk,,OG,274174,2286,4,Stopping,Non-Movement,2.07,M
2363,hl31,16,01_313,1,7/28/05,10:41,Walking,0,0,0,45,move closer to harem 2,,Staring,Pull,1,1,Yes,0,Adult,Stallion,less hk,,OG,274174,2286,4,Movement,Movement,2.07,M
2364,hl31,16,04_155,2,7/28/05,10:41,Walking,0,0,0,45,,,Staring,Pull,2,2,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2365,hl31,16,01_314,3,7/28/05,10:41,Walking,0,0,0,45,,,Staring,Pull,3,3,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2366,hl31,16,01_312,4,7/28/05,10:41,Walking,0,0,0,45,,,Staring,Pull,4,4,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2367,hl31,17,01_313,0,7/28/05,10:47,Walking,8,0,25,175,,,Staring,Pull,0,0,,0,Adult,Stallion,less hk,,OG,274174,2286,4,Movement,Movement,2.07,M
2368,hl31,17,01_312,1,7/28/05,10:47,Walking,7,40,0,175,,,Staring,Pull,1,1,Yes,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2369,hl31,17,01_314,2,7/28/05,10:47,Walking,7,20,5,175,,,Staring,Pull,2,2,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2370,hl31,17,04_155,3,7/28/05,10:47,Walking,7,20,25,175,,,Staring,Pull,3,3,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2371,hl31,18,01_312,1,7/28/05,11:00,Walking,8,5,0,175,,,Staring,Pull,1,1,No,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2372,hl31,19,01_314,1,7/28/05,11:12,Walking,9,10,0,130,,,Staring,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2373,hl31,19,04_155,2,7/28/05,11:12,Walking,9,10,5,130,,,Staring,Pull,2,2,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2374,hl31,19,01_313,3,7/28/05,11:12,Walking,9,10,5,130,,,Staring,Pull,3,3,,0,Adult,Stallion,less hk,,OG,274174,2286,4,Movement,Movement,2.07,M
2375,hl31,20,01_312,1,7/28/05,11:12,Walking,8,30,0,130,,,,Pull,1,1,No,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2376,hl31,21,01_312,1,7/28/05,11:24,Walking,3,10,0,130,,,Staring,Pull,1,1,No,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2377,hl31,22,01_312,1,7/28/05,11:24,Walking,2,10,0,130,,,Staring,Pull,1,1,No,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2378,hl31,23,01_312,1,7/28/05,11:32,Walking,3,10,0,130,,,Staring,Pull,1,1,No,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2379,hl31,24,01_312,1,7/28/05,11:48,Walking,10,10,0,130,,,Grazing,Pull,1,1,Yes,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2380,hl31,24,01_314,2,7/28/05,11:48,Walking,10,10,0,130,,,Grazing,Pull,2,2,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2381,hl31,24,04_155,3,7/28/05,11:48,Walking,10,5,20,130,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2382,hl31,24,01_313,4,7/28/05,11:48,Walking,0,0,20,130,,,,Pull,4,4,,0,Adult,Stallion,less hk,,OG,274174,2286,4,Movement,Movement,2.07,M
2383,hl31,25,04_155,1,7/28/05,11:50,Walking,10,5,0,130,,,,Pull,1,1,No,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2384,hl31,26,01_312,1,7/28/05,11:55,Walking,9,10,0,130,,,Grazing,Pull,1,1,No,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2385,hl31,27,01_313,1,7/28/05,11:57,Walking,0,10,0,130,move closer to females,,Staring,Pull,1,1,Partial,0,Adult,Stallion,less hk,,OG,274174,2286,4,Movement,Movement,2.07,M
2386,hl31,27,04_155,2,7/28/05,11:57,Walking,9,10,0,130,,,Staring,Pull,2,2,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2387,hl31,28,01_312,1,7/28/05,11:59,Walking,0,15,0,130,,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2388,hl31,28,04_155,2,7/28/05,11:59,Walking,0,15,0,130,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2389,hl31,29,01_314,1,7/28/05,12:00,Walking,9,5,0,130,,,,Pull,1,1,No,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2390,hl31,30,01_312,1,7/28/05,12:00,Walking,10,20,0,130,,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2391,hl31,30,04_155,2,7/28/05,12:00,Walking,10,20,0,130,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2392,hl31,30,01_314,3,7/28/05,12:00,Walking,10,0,0,130,,,,Pull,3,3,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2393,hl31,31,01_312,1,7/28/05,12:02,Walking,7,0,0,130,,,,Pull,1,1,No,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2394,hl31,31,04_155,1,7/28/05,12:05,Walking,10,5,0,130,,,,Pull,1,1,No,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2395,hl31,32,01_313,1,7/28/05,12:06,Walking,9,20,0,130,,,Grazing,Pull,1,1,No,0,Adult,Stallion,less hk,,OG,274174,2286,4,Movement,Movement,2.07,M
2396,hl31,33,01_314,1,7/28/05,12:07,Walking,9,3,0,130,,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2397,hl31,33,01_313,2,7/28/05,12:07,Walking,9,0,30,130,,,,Pull,2,2,,0,Adult,Stallion,less hk,,OG,274174,2286,4,Movement,Movement,2.07,M
2398,hl31,34,01_314,1,7/28/05,12:08,Walking,7,50,0,130,,,Staring,Pull/Push,2,2,Partial,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2399,hl31,34,04_155,2,7/28/05,12:08,Walking,7,0,0,130,,,,Push,1,1,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2400,hl31,34,01_313,3,7/28/05,12:08,Walking,7,50,10,130,,,Staring,Pull,3,3,,0,Adult,Stallion,less hk,,OG,274174,2286,4,Movement,Movement,2.07,M
2401,hl31,35,01_312,1,7/28/05,12:09,Walking,0,0,0,130,,,,Pull,1,1,No,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2402,hl31,36,01_312,1,7/28/05,12:13,Walking,7,30,0,130,,,Staring,Pull,1,1,No,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2403,hl31,37,01_314,1,7/28/05,12:13,Walking,8,10,0,130,move closer to 04_155,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2404,hl31,38,01_313,2,7/28/05,12:13,Walking,8,10,0,130,,,,Pull,2,2,,0,Adult,Stallion,less hk,,OG,274174,2286,4,Movement,Movement,2.07,M
2405,hl31,39,04_155,1,7/28/05,12:13,Walking,0,0,0,130,,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2406,hl31,39,01_314,2,7/28/05,12:13,Walking,0,0,0,130,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2407,hl31,39,01_313,3,7/28/05,12:13,Walking,0,0,0,130,,,,Pull,3,3,,0,Adult,Stallion,less hk,,OG,274174,2286,4,Movement,Movement,2.07,M
2408,hl31,40,04_155,1,7/28/05,12:13,Stopping,0,0,0,130,,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Stopping,Non-Movement,2.07,F
2409,hl31,40,01_314,2,7/28/05,12:13,Stopping,0,0,0,130,,,,Pull,2,2,,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Stopping,Non-Movement,2.07,F
2410,hl31,40,01_313,3,7/28/05,12:13,Stopping,0,0,0,130,,,,Pull,3,3,,0,Adult,Stallion,less hk,,OG,274174,2286,4,Stopping,Non-Movement,2.07,M
2411,hl31,41,harem 4,1,7/28/05,12:15,Walking,8,0,0,130,,,,Pull,1,1,No,0,,,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2412,hl31,42,01_312,1,7/28/05,12:25,Walking,9,3,0,130,,,,Pull,1,1,No,0,Adult,Non-lactating,less hk,,OG,274174,2286,4,Movement,Movement,2.07,F
2413,hl32,1,01_562,1,8/12/05,9:37,Walking,0,10,0,102,,,Staring,Pull,1,1,No,0,Adult,Stallion,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,M
2414,hl32,2,01_562,1,8/12/05,9:37,Walking,11,9,0,102,,,,Pull,1,1,No,0,Adult,Stallion,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,M
2415,hl32,3,01_562,0,8/12/05,9:38,Walking,11,30,0,102,Move closer to bachelor,,,,0,0,,0,Adult,Stallion,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,M
2416,hl32,4,01_562,1,8/12/05,9:40,Walking,10,10,0,102,,,Staring,Pull,1,1,No,0,Adult,Stallion,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,M
2417,hl32,5,01_703,1,8/12/05,9:41,Walking,1,5,0,102,move closer to stallion,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,F
2418,hl32,5,01_092,2,8/12/05,9:41,Walking,1,5,0,102,,,,Pull,2,2,,0,Adult,Non-lactating,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,F
2419,hl32,6,03_089,1,8/12/05,9:42,Walking,11,2,0,102,,,Staring,Pull,1,1,Partial,0,two year old,Non-lactating,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,F
2420,hl32,6,01_703,2,8/12/05,9:42,Walking,8,2,0,102,,,Staring,Pull,2,2,,0,Adult,Non-lactating,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,F
2421,hl32,7,01_562,1,8/12/05,9:43,Walking,4,5,0,102,,,Staring,Pull,1,1,No,0,Adult,Stallion,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,M
2422,hl32,8,01_562,1,8/12/05,9:43,Walking,10,10,0,102,,,Staring,Pull,1,1,Partial,0,Adult,Stallion,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,M
2423,hl32,8,01_703,2,8/12/05,9:43,Walking,12,1,0,102,,turned around to follow,,Pull,2,2,,0,Adult,Non-lactating,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,F
2424,hl32,8,01_092,3,8/12/05,9:43,Walking,11,1,0,102,,turned around to follow,,Pull,3,3,,0,Adult,Non-lactating,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,F
2425,hl32,9,01_562,1,8/12/05,9:45,Walking,4,10,0,102,,,Staring,Pull,1,1,No,0,Adult,Stallion,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,M
2426,hl32,10,01_562,1,8/12/05,9:46,Walking,12,50,0,102,,,,Pull,1,1,Yes,0,Adult,Stallion,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,M
2427,hl32,10,03_089,2,8/12/05,9:56,Walking,12,1,0,102,,,,Pull,2,2,,0,two year old,Non-lactating,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,F
2428,hl32,10,01_092,2,8/12/05,9:56,Walking,12,1,0,102,,,,Pull,2,2,,0,Adult,Non-lactating,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,F
2429,hl32,10,01_703,2,8/12/05,9:56,Walking,12,1,0,102,,,,Pull,2,2,,0,Adult,Non-lactating,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,F
2430,hl32,11,01_562,0,8/12/05,9:47,Walking,12,15,0,102,move closer to bachelors,,,,0,0,,0,Adult,Stallion,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,M
2431,hl32,12,01_562,0,8/12/05,9:47,Walking,6,0,0,102,move closer to females,,,,0,0,,0,Adult,Stallion,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,M
2432,hl32,13,01_562,0,8/12/05,9:47,Walking,3,0,0,102,move closer to bachelors,,,,0,0,,0,Adult,Stallion,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,M
2433,hl32,14,01_562,1,8/12/05,9:47,Walking,11,20,0,102,,,,Pull,1,1,No,0,Adult,Stallion,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,M
2434,hl32,15,01_562,1,8/12/05,9:50,Walking,11,30,0,102,,,,Pull,1,1,Yes,0,Adult,Stallion,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,M
2435,hl32,15,01_092,2,8/12/05,9:50,Walking,12,5,0,102,,,,Pull,2,2,,0,Adult,Non-lactating,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,F
2436,hl32,15,03_089,3,8/12/05,9:50,Walking,0,5,0,102,,,Staring,Pull,3,3,,0,two year old,Non-lactating,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,F
2437,hl32,15,01_703,4,8/12/05,9:50,Walking,11,0,0,102,,,,Pull,4,4,,0,Adult,Non-lactating,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,F
2438,hl32,16,03_089,1,8/12/05,9:50,Walking,12,0,0,102,,,,Pull,1,1,No,0,two year old,Non-lactating,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,F
2439,hl32,17,01_562,1,8/12/05,10:01,Walking,9,0,0,102,,,,Pull,1,1,Partial,0,Adult,Stallion,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,M
2440,hl32,17,01_703,2,8/12/05,10:01,Walking,9,0,0,102,,,,Pull,2,2,,0,Adult,Non-lactating,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,F
2441,hl32,17,01_092,3,8/12/05,10:01,Walking,9,0,0,102,,,,Pull,3,3,,0,Adult,Non-lactating,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,F
2442,hl32,18,03_089,1,8/12/05,10:01,Walking,0,100,0,102,taken by other stallion,,,Pull,1,1,No,0,two year old,Non-lactating,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,F
2443,hl32,19,01_092,0,8/12/05,10:03,Walking,0,5,0,0,,,,,0,0,,0,Adult,Non-lactating,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,F
2444,hl32,19,01_703,0,8/12/05,10:03,Walking,0,5,0,0,,,,,0,0,,0,Adult,Non-lactating,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,F
2445,hl32,19,01_562,0,8/12/05,10:03,Walking,0,5,0,0,,,,,0,0,,0,Adult,Stallion,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,M
2446,hl32,20,01_092,0,8/12/05,10:03,Galloping,0,5,0,0,,,,,0,0,,0,Adult,Non-lactating,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,F
2447,hl32,21,other stallion,0,8/12/05,10:03,Walking,10,0,0,10,,,,Pull,0,0,,0,,,less hf,B,LB,269521,6816,3,Movement,Movement,2.05,F
2448,hl32,21,03_089,1,8/12/05,10:03,Walking,10,0,0,10,,,,Pull,1,1,Yes,0,two year old,Non-lactating,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,F
2449,hl32,21,01_562,2,8/12/05,10:03,Walking,10,0,0,10,,,,Pull,2,2,,0,Adult,Stallion,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,M
2450,hl32,21,01_092,3,8/12/05,10:03,Walking,10,0,0,10,,,,Pull,3,3,,0,Adult,Non-lactating,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,F
2451,hl32,21,01_703,4,8/12/05,10:03,Walking,10,0,0,10,,,,Pull,4,4,,0,Adult,Non-lactating,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,F
2452,hl32,21,harem 3,5,8/12/05,10:03,Walking,10,0,0,10,,,,Pull,5,5,,0,,,less hf,B,LB,269521,6816,3,Movement,Movement,2.05,F
2453,hl32,22,01_562,1,8/12/05,10:06,Galloping,0,20,0,10,,,,Push,2,2,Partial,0,Adult,Stallion,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,M
2454,hl32,22,03_089,2,8/12/05,10:06,Galloping,0,20,0,10,,chasing,,Push,1,1,,0,two year old,Non-lactating,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,F
2455,hl32,23,01_703,1,8/12/05,10:09,Walking,9,5,0,319,,,,Pull,1,1,Partial,0,Adult,Non-lactating,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,F
2456,hl32,23,01_092,2,8/12/05,10:09,Walking,9,5,0,319,,,,Pull,2,2,,0,Adult,Non-lactating,less hf,B,LB,269521,6816,4,Movement,Movement,2.05,F
